ID,year,author,bad_num,bad_diacritic,bad_sentence_raw,bad_sentence,bad_gloss,bad_translation,good_num,good_diacritic,good_sentence_raw,good_sentence,good_gloss,good_translation,type,phenomenon,phenomenon-2,paradigm
225,2011,abe,47b,?*,お互いの母親が先生がけなしたと言ったのはジョンとビルをです。,お互いの母親が先生がけなしたと言ったのはジョンとビルをです。,each other-Gen mother-Nom teacher-Nom criticized Comp said NL-Top John-and-Bill-Acc be,‘It was John and Bill that each other’s mothers said that the teacher criticized t.’,47a,?,お互いの母親がけなしたのはジョンとビルをです。,お互いの母親がけなしたのはジョンとビルをです。,each other-Gen mother-Nom criticized NL-Top John-and-Bill-Acc be,‘It was John and Bill that each other’s mothers criticized t.’,coreference,binding,,anaphor
226,2011,abe,50,(?*),花子がそいつが書いた論文を修正させたのは誰にですか？,花子がそいつが書いた論文を修正させたのは誰にですか？,Hanako-Nom -Nom wrote paper -Acc revise -made NL-Top who-Dat be Q,‘Who was it that Hanako made t revise the paper that guy wrote?’,,,,花子が誰にそいつが書いた論文を修正させたのですか？,Hanako-Nom who-Dat that.guy-Nom wrote paper -Acc revise -made NL-Top  be Q,‘Who was it that Hanako made t revise the paper that guy wrote?’,coreference,binding,,variable binding
227,2011,abe,66,?*,実際になった人が太郎にこれくらい細くなるように勧めた。,実際になった人が太郎にこれくらい細くなるように勧めた。,actually became person-Nom -Dat this -much slim become advised,‘lit. A person who actually became e advised Taroo to become slim this much.’,,,,実際になった人が太郎になるように勧めたのはこれくらい細くだ。,actually became person-Nom Taroo-Dat become advised NL-Top this -much slim be,‘It is slim this much that a person who actually became e advised Taro to become.',acceptability,ellipsis,filler-gap,parasitic-gap
228,2011,takano,9a,#,健が山田先生にお会いになった。,健が山田先生にお会いになった。,Ken-Nom Yamada-teacher-Ni met.Hon,‘Ken met Professor Yamada.’,8a,g,山田先生が健にお会いになった。,山田先生が健にお会いになった。,Yamada-teacher-Nom Ken-Ni met.Hon,‘Professor Yamada met Ken.’,acceptability,verbal agreement,,subject honorification
229,2011,takano,9a,#,健が山田先生にお会いになった。,健が山田先生にお会いになった。,,,8b,g,健に山田先生がお会いになった。,健に山田先生がお会いになった。,Ken-Ni Yamada-teacher-Nom met.Hon,‘Professor Yamada met Ken.’,acceptability,verbal agreement,,subject honorification
230,2011,takano,9b,#,山田先生に健がお会いになった。,山田先生に健がお会いになった。,Yamada-teacher-Ni Ken-Nom met.Hon,‘Ken met Professor Yamada.’,8a,g,山田先生が健にお会いになった。,山田先生が健にお会いになった。,Yamada-teacher-Nom Ken-Ni met.Hon,‘Professor Yamada met Ken.’,acceptability,verbal agreement,,subject honorification
231,2011,takano,9b,#,山田先生に健がお会いになった。,山田先生に健がお会いになった。,,,8b,g,健に山田先生がお会いになった。,健に山田先生がお会いになった。,Ken-Ni Yamada-teacher-Nom met.Hon,‘Professor Yamada met Ken.’,acceptability,verbal agreement,,subject honorification
232,2011,takano,13a,#,その学生に山田先生がお分かりにならなかったこと。,その学生に山田先生がお分かりにならなかったこと。,that student-Ni Yamada-teacher-Nom understood.Hon.not (fact),‘(the fact that) That student didn’t recognize Professor Yamada.’,12a,g,山田先生にその学生がお分かりにならなかったこと。,山田先生にその学生がお分かりにならなかったこと。,Yamada-teacher-Ni that student-Nom understood.Hon.not (fact),‘(the fact that) Professor Yamada didn’t recognize that student.’,acceptability,verbal agreement,,subject honorification
233,2011,takano,13a,#,その学生に山田先生がお分かりにならなかったこと。,その学生に山田先生がお分かりにならなかったこと。,,,12b,g,その学生が山田先生にお分かりにならなかったこと。,その学生が山田先生にお分かりにならなかったこと。,that student-Nom Yamada-teacher-Ni understood.Hon.not (fact),‘(the fact that) Professor Yamada didn’t recognize that student.’,acceptability,verbal agreement,,subject honorification
234,2011,takano,13b,#,山田先生がその学生にお分かりにならなかったこと。,山田先生がその学生にお分かりにならなかったこと。,Yamada-teacher-Nom that student-Ni understood.Hon.not (fact),‘(the fact that) That student didn’t recognize Professor Yamada.’,12a,g,山田先生にその学生がお分かりにならなかったこと。,山田先生にその学生がお分かりにならなかったこと。,Yamada-teacher-Ni that student-Nom understood.Hon.not (fact),‘(the fact that) Professor Yamada didn’t recognize that student.’,acceptability,verbal agreement,,subject honorification
235,2011,takano,13b,#,山田先生がその学生にお分かりにならなかったこと。,山田先生がその学生にお分かりにならなかったこと。,,,12b,g,その学生が山田先生にお分かりにならなかったこと。,その学生が山田先生にお分かりにならなかったこと。,that student-Nom Yamada-teacher-Ni understood.Hon.not (fact),‘(the fact that) Professor Yamada didn’t recognize that student.’,acceptability,verbal agreement,,subject honorification
236,2011,takano,16c,*,学生が健に3人会った。,学生が健に3人会った。,student-Nom Ken-Ni three met,‘Three students met Ken.’,16b,g,学生が3人健に会った。,学生が3人健に会った。,student-Nom three Ken-Ni met,‘Three students met Ken.’,acceptability,quantifiers,,floating quantifiers
237,2011,takano,19a,#,山田先生に財布がお戻りになった。,山田先生に財布がお戻りになった。,Yamada-teacher-Ni wallet-Nom returned.Hon,‘His wallet returned to Professor Yamada.’,,,,健に財布が戻った。,Ken-Ni wallet-Nom returned,‘His wallet returned to Ken.’,acceptability,verbal agreement,,subject honorification
238,2011,takano,19a,#,山田先生に財布がお戻りになった。,山田先生に財布がお戻りになった。,,,20b,g,研究室に山田先生がお戻りになった。,研究室に山田先生がお戻りになった。,office-Ni Yamada-teacher-Nom returned.Hon,‘Professor Yamada returned to his office.’,acceptability,verbal agreement,,subject honorification
239,2011,takano,19b,#,財布が山田先生にお戻りになった。,財布が山田先生にお戻りになった。,wallet-Nom Yamada-teacher-Ni returned.Hon,‘His wallet returned to Professor Yamada.’,,,,財布が健に戻った。,wallet-Nom Ken-Ni returned,‘His wallet returned to Ken.’,acceptability,verbal agreement,,subject honorification
240,2011,takano,19b,#,財布が山田先生にお戻りになった。,財布が山田先生にお戻りになった。,,,20b,g,研究室に山田先生がお戻りになった。,研究室に山田先生がお戻りになった。,office-Ni Yamada-teacher-Nom returned.Hon,‘Professor Yamada returned to his office.’,acceptability,verbal agreement,,subject honorification
241,2011,takano,38b,*,健が手紙が届いた。,健が手紙が届いた。,Ken-Nom letter-Nom reached,,38a,g,健に手紙が届いた。,健に手紙が届いた。,Ken-Ni letter-Nom reached,‘A letter reached Ken.’,acceptability,argument structure,,case
242,2011,takano,42b,??,由美が手紙を送られた。,由美が手紙を送られた。,Yumi-Nom letter-Acc was.sent,‘Yumi was sent a letter.’,41b,g,由美が手紙を渡された。,由美が手紙を渡された。,Yumi-Nom letter-Acc was.handed,‘Yumi was handed a letter.’,acceptability,argument structure,,passive
243,2011,takano,44b,#,山田先生に大金がお渡りになった。,山田先生に大金がお渡りになった。,Yamada-teacher-Ni large.amount.of.money-Nom passed.Hon,‘A large amount of money passed to Professor Yamada.’,44a,g,健に自分の会社から大金が渡った。,健に大金が渡った。,Ken-Ni self-Gen company-from large.amount.of.money-Nom passed,‘A large amount of money passed to Ken from his company.’,acceptability,verbal agreement,,subject honorification
244,2011,takano,45b,#,山田先生にその情報がお伝わりになった。,山田先生にその情報がお伝わりになった。,Yamada-teacher-Ni that information-Nom became.known.Hon,‘That information became known to Professor Yamada.’,45a,g,健に自分に関する情報が伝わった。,健にその情報が伝わった。,Ken-Ni self-Dat concerning information-Nom became.known,‘Information about himself became known to Ken.’,acceptability,verbal agreement,,subject honorification
245,2011,takano,47b,#,山田先生にお弁当がお届きになった。,山田先生にお弁当がお届きになった。,Yamada-teacher-Ni box.lunch-Nom reached.Hon,His box lunch reached Professor Yamada.’,47a,g,由美に自分の弁当が届いた。,由美に弁当が届いた。,Yumi-Ni self-Gen box.lunch-Nom reached,‘Her box lunch reached Yumi.’,acceptability,verbal agreement,,subject honorification
246,2011,takano,48b,*,花束が子供に3人渡った。,花束が子供に3人渡った。,bouquet-Nom child-Ni three passed,‘Bouquets passed to three children.’,,,,花束を子供に3人渡した。,bouquet-Acc child-Ni three handed,I handed three children bouquets.',acceptability,quantifiers,,floating quantifiers
247,2011,takano,56a,#,山田先生にプレゼントがお渡されになった。,山田先生にプレゼントがお渡されになった。,Yamada-teacher-Ni present-Nom was.handed.Hon,‘A present was handed to Professor Yamada.’,56b,g,山田先生がプレゼントをお渡されになった。,山田先生がプレゼントをお渡されになった。,Yamada-teacher-Nom present-Acc was.handed.Hon,‘Professor Yamada was handed a present.’,acceptability,verbal agreement,,subject honorification
248,2012,kishimoto,3b,*,メアリーが伊藤先生をお褒めになった。,メアリーが伊藤先生をお褒めになった。,Mary-Nom Ito-teacher-Acc Hon-praise-Lv-Past,‘Mary praised Prof. Ito.’,3a,g,伊藤先生がメアリーをお褒めになった。,伊藤先生がメアリーをお褒めになった。,Ito-teacher-Nom Mary-Acc Hon-praise-Lv-Past,‘Prof. Ito praised Mary.’,acceptability,verbal agreement,,subject honorification
249,2012,kishimoto,3c,*,メアリーが伊藤先生に本をお与えになった。,メアリーが伊藤先生に本をお与えになった。,Mary-Nom Ito-teacher-Dat book-Acc Hon-give-Lv-Past,‘Mary gave Prof. Ito a book.’,,,,伊藤先生がメアリーに本をお与えになった。,Ito-teacher-Nom Mary-Dat book-Acc Hon-give-Lv-Past,’Prof. Ito  gave Mary a book.’,acceptability,verbal agreement,,subject honorification
250,2012,kishimoto,4b,*,メアリーに伊藤先生がお見えになる。,メアリーに伊藤先生がお見えになる。,Mary-Dat Ito-teacher-Nom Hon-see-Lv-Pres,‘Mary can see Prof. Ito.’,4a,g,伊藤先生にメアリーがお見えになる。,伊藤先生にメアリーがお見えになる。,Ito-teacher-Dat Mary-Nom Hon-see-Lv-Pres,‘Prof. Ito can see Mary.’,acceptability,verbal agreement,,subject honorification
251,2012,kishimoto,12i,*,今回は誰が寄付を呼びかけもしなかった。,今回は誰が寄付を呼びかけもしなかった。,this-time-Top anyone-Nom donation-Acc call.for-Q do-Neg-Past,‘No one called for a donation this time.’,12ii,g,今回は誰から寄付を呼びかけもしなかった。,今回は誰から寄付を呼びかけもしなかった。,this-time-Top anyone-from donation-Acc call.for-Q do-Neg-Past,‘No one called for a donation this time.’,acceptability,NPI licensing,,NPI
252,2012,kishimoto,15,*,ジョンは伊藤先生から本をお借りになった。,ジョンは伊藤先生から本をお借りになった。,John-Top Ito-teacher-from book-Acc Hon-borrow-Lv-Past,‘John borrowed a book from Prof. Ito.’,,,,伊藤先生はジョンから本をお借りになった。,Ito-teacher--Top John-from book-Acc Hon-borrow-Lv-Past,‘Prof. Ito borrowed a book from John.’,acceptability,verbal agreement,,subject honorification
253,2012,kishimoto,19ii,*,先生から絵里にそのことを話しておいでになる。,先生から絵里にそのことを話しておいでになる。,teacher-from Eri-Dat that-fact-Acc tell-Te Hon-be-Lv-Pres,‘The teacher is telling that matter to Eri.’,19i,g,先生から絵里にそのことをお話になっている。,先生から絵里にそのことをお話になっている。,teacher-from Eri-Dat that-fact-Acc Hon-tell-Lv-Te be-Pres,‘The teacher is telling that matter to Eri.’,acceptability,morphology,,honorification
254,2012,kishimoto,23i,*,今日は誰が子供に話しかけもしていない。,今日は誰が子供に話しかけもしていない。,today-Top anyone-Nom child-Dat talk-Q do-Te be-Neg-Pres,‘No one is talking to the child today.’,23ii,g,今日は誰から子供に話しかけもしていない。,今日は誰から子供に話しかけもしていない。,today-Top anyone-from child-Dat talk-Q do-Te be-Neg-Pres,‘No one is talking to the child today.’,acceptability,NPI licensing,,NPI
255,2012,kishimoto,28i,*,健が先生から本をお受け取りになっている。,健が先生から本をお受け取りになっている。,Ken-Nom teacher-from book-Acc Hon-receive-Lv-Te be-Pres,‘Ken is receiving a book from the teacher.’,,,,先生が健から本をお受け取りになっている。,teacher-Nom Ken-from book-Acc Hon-receive-Lv-Te be-Pres,‘The teacher is receiving a book from the Ken.’,acceptability,verbal agreement,,subject honorification
256,2012,kishimoto,28ii,*,健が先生から本を受け取っておいでになる。,健が先生から本を受け取っておいでになる。,Ken-Nom teacher-from book-Acc receive-Te Hon-be-Lv-Pres,‘Ken is receiving a book from the teacher.’,,,,先生が健から本を受け取っておいでになる。,teacher-Nom Ken-from book-Acc receive-Te Hon-be-Lv-Pres,‘The teacher is receiving a book from the Ken.’,acceptability,verbal agreement,,subject honorification
257,2012,kishimoto,30i,*,絵里が先生からそのことをお話されになっている。,絵里が先生からそのことをお話されになっている。,Eri-Nom teacher-from that-fact-Acc Hon-tell-Pass-Lv-Te be-Pres,‘Eri is being told that fact by the teacher.’,29,g,絵里が先生からそのことを話されている。,絵里が先生からそのことを話されている。,Eri-Nom teacher-from that-fact-Acc tell-Pass-Te be-Pres,‘Eri is being told that fact by the teacher.’,acceptability,verbal agreement,,subject honorification
258,2012,kishimoto,30ii,*,絵里が先生からそのことを話されておいでになる。,絵里が先生からそのことを話されておいでになる。,Eri-Nom teacher-from that-fact-Acc tell-Pass-Te Hon-be-Lv-Pres,‘Eri is being told that fact by the teacher.’,29,g,絵里が先生からそのことを話されている。,絵里が先生からそのことを話されている。,Eri-Nom teacher-from that-fact-Acc tell-Pass-Te be-Pres,‘Eri is being told that fact by the teacher.’,acceptability,verbal agreement,,subject honorification
259,2012,kishimoto,34i,*,絵里が先生をお褒めになっている。,絵里が先生をお褒めになっている。,Eri-Nom teacher-Acc Hon-praise-Lv-Te be-Pres,‘Eri is praising the teacher.’,32ai,g,先生が絵里をお褒めになっている。,先生が絵里をお褒めになっている。,teacher-Nom Eri-Acc Hon-praise-Lv-Te be-Pres,‘The teacher is praising Eri.’,acceptability,verbal agreement,,subject honorification
260,2012,kishimoto,34ii,*,絵里が先生を褒めておいでになる。,絵里が先生を褒めておいでになる。,Eri-Nom teacher-Acc praise-Te Hon-be-Lv-Pres,‘Eri is praising the teacher.’,32aii,g,先生が絵里を褒めておいでになる。,先生が絵里を褒めておいでになる。,teacher-Nom Eri-Acc praise-Te Hon-be-Lv-Pres,‘The teacher is praising Eri.’,acceptability,verbal agreement,,subject honorification
261,2012,kishimoto,37b,*,その仕事が佐藤先生にお頼まれになった。,その仕事が佐藤先生にお頼まれになった。,that-job-Nom Sato-teacher-Dat Hon-ask-Pass-Lv-Past,(Lit.) ‘That job was asked to Prof. Sato.’,37a,g,佐藤先生がその仕事をお頼まれになった。,佐藤先生がその仕事をお頼まれになった。,Sato-teacher-Nom that-job-Acc Hon-ask-Pass-Lv-Past,‘Prof. Sato was asked to do that job.’,acceptability,verbal agreement,,subject honorification
262,2012,kishimoto,40,*,荷物が佐藤先生からお届きになった。,荷物が佐藤先生からお届きになった。,package-Nom Sato-teacher-from Hon-reach-Lv-Past,‘The package reached from Prof. Sato.’,,,,荷物が佐藤先生から届いた。,package-Nom Sato-teacher-from reach-Past,‘The package reached from Prof. Sato.’,acceptability,verbal agreement,,subject honorification
263,2012,kishimoto,44ii,*,伊藤先生からそのことを話しておいでになる。,伊藤先生からそのことを話しておいでになる。,Ito-teacher-from that-fact-Acc tell-Te Hon-be-Lv-Pres,‘Prof. Ito is telling that fact.’,44i,g,伊藤先生からそのことをお話になっている。,伊藤先生からそのことをお話になっている。,f,‘Prof. Ito is telling that fact.’,acceptability,morphology,,honorification
264,2012,kishimoto,48a,*,伊藤先生からその叫び声がお聞こえになった。,伊藤先生からその叫び声がお聞こえになった。,Ito-teacher-from that-shout-Nom Hon-hear-Lv-Past,‘That shout was heard from Prof. Ito.’,49a,g,伊藤先生にその声がお聞こえになった。,伊藤先生にその叫び声がお聞こえになった。,Ito-teacher-Dat that-voice-Nom Hon-hear-Lv-Past,‘Prof. Ito heard that voice.’,acceptability,verbal agreement,,subject honorification
265,2012,kishimoto,48b,*,ジョンからも自分の叫び声が聞こえた。,ジョンからも自分の叫び声が聞こえた。,John-from-also self-Gen shout-Nom hear-Past,(Lit.) ‘Self’s shout was heard from John as well.’,49b,g,ジョンにも自分の子供の声が聞こえた。,ジョンにも自分の子供の声が聞こえた。,John-Dat-also self-Gen child-Gen voice-Nom hear-Past,‘John as well heard his child’s voice.’,coreference,binding,,anaphor
266,2012,kishimoto,54ai,*,健が伊藤先生をお褒めになっている。,健が伊藤先生をお褒めになっている。,Ken-Nom Ito-teacher-Acc Hon-praise-Lv-Te be-Pres,‘Ken is praising Prof. Ito.’,,,,伊藤先生が健をお褒めになっている。,Ito-teacher-Nom Ken-Acc Hon-praise-Lv-Te be-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
267,2012,kishimoto,54ai,*,健が伊藤先生をお褒めになっている。,健が伊藤先生をお褒めになっている。,,,,,,健を伊藤先生がお褒めになっている。,Ken-Acc Ito-teacher-Nom Hon-praise-Lv-Te be-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
268,2012,kishimoto,54aii,*,健が伊藤先生を褒めておいでになる。,健が伊藤先生を褒めておいでになる。,Ken-Nom Ito-teacher-Acc praise-Te Hon-be-Lv-Pres,‘Ken is praising Prof. Ito.’,,,,伊藤先生が健を褒めておいでになる。,Ito-teacher-Nom Ken-Acc praise-Te Hon-be-Lv-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
269,2012,kishimoto,54aii,*,健が伊藤先生を褒めておいでになる。,健が伊藤先生を褒めておいでになる。,,,,,,健を伊藤先生が褒めておいでになる。,Ken-Acc Ito-teacher-Nom praise-Te Hon-be-Lv-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
270,2012,kishimoto,54bi,*,伊藤先生を健がお褒めになっている。,伊藤先生を健がお褒めになっている。,Ito-teacher-Acc Ken-Nom Hon-praise-Lv-Te be-Pres,‘Ken is praising Prof. Ito.’,,,,伊藤先生が健をお褒めになっている。,Ito-teacher-Nom Ken-Acc Hon-praise-Lv-Te be-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
271,2012,kishimoto,54bi,*,伊藤先生を健がお褒めになっている。,伊藤先生を健がお褒めになっている。,,,,,,健を伊藤先生がお褒めになっている。,Ken-Acc Ito-teacher-Nom Hon-praise-Lv-Te be-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
272,2012,kishimoto,54bii,*,伊藤先生を健が褒めておいでになる。,伊藤先生を健が褒めておいでになる。,Ito-teacher-Acc Ken-Nom praise-Te Hon-be-Lv-Pres,‘Ken is praising Prof. Ito.’,,,,伊藤先生が健を褒めておいでになる。,Ito-teacher-Nom Ken-Acc praise-Te Hon-be-Lv-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
273,2012,kishimoto,54bii,*,伊藤先生を健が褒めておいでになる。,伊藤先生を健が褒めておいでになる。,,,,,,健を伊藤先生が褒めておいでになる。,Ken-Acc Ito-teacher-Nom praise-Te Hon-be-Lv-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
274,2012,kishimoto,55bi,*,伊藤先生は健がお褒めになっている。,伊藤先生は健がお褒めになっている。,Ito-teacher-Top Ken-Nom Hon-praise-Lv-Te be-Pres,"‘As for Prof. Ito, Ken is praising him.’",,,,健は伊藤先生がお褒めになっている。,Ken-Top Ito-teacher-Nom Hon-praise-Lv-Te be-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
275,2012,kishimoto,55bii,*,伊藤先生は健が褒めておいでになる。,伊藤先生は健が褒めておいでになる。,Ito-teacher-Top Ken-Nom praise-Te Hon-be-Lv-Pres,"‘As for Prof. Ito, Ken is praising him.’",,,,健は伊藤先生が褒めておいでになる。,Ken-Top Ito-teacher-Nom praise-Te Hon-be-Lv-Pres,‘Prof. Ito is praising Ken.’,acceptability,verbal agreement,,subject honorification
276,2012,kishimoto,56bi,*,健がお褒めになっている伊藤先生,太郎は健がお褒めになっている伊藤先生に会った。,Ken-Nom Hon-praise-Lv-Te be-Pres Ito-teacher,"‘Prof. Ito, whom Ken is praising’",,,,太郎は伊藤先生がお褒めになっている健に会った。,Taroo-Top Ito-teaccher-Nom Hon-praise-Lv-Te be-Pres Ken meet-Past,"‘Taro met Ken, whom Prof. Ito is praising’",acceptability,verbal agreement,filler-gap,subject honorification
277,2012,kishimoto,56bii,*,健が褒めておいでになる伊藤先生,太郎は健が褒めておいでになる伊藤先生に会った。,Ken-Nom praise-Te Hon-be-Lv-Pres Ito-teacher,"‘Prof. Ito, whom Ken is praising’",,,,太郎は伊藤先生が誉めておいでになる健に会った。,Taroo-Top Ito-teacher-Nom praise-Te Hon-be-Lv-Pres Ken meet-Past,"‘Taro met Ken, whom Prof. Ito is praising’",acceptability,verbal agreement,filler-gap,subject honorification
278,2012,kishimoto,58b,*,君には佐藤先生がお分かりになる。,君には佐藤先生がお分かりになる。,you-Dat-Top Sato-teacher-Nom Hon-recognize-Lv-Pres,‘You recognize Prof. Sato.’,58a,g,佐藤先生には君がお分かりになる。,佐藤先生には君がお分かりになる。,Sato-teacher-Dat-Top you-Nom Hon-recognize-Lv-Pres,‘Prof. Sato recognizes you.’,acceptability,verbal agreement,,subject honorification
279,2012,kishimoto,59b,*,自分の先生には学生がわかる。,自分の先生には学生がわかる。,self-Gen teacher-Dat-Top student-Nom recognize-Pres,‘Self’s teacher recognizes the student.’,59a,g,先生には自分の学生がわかる。,先生には自分の学生がわかる。,teacher-Dat-Top self-Gen student-Nom recognize-Pres,‘The teacher recognizes his own student.’,coreference,binding,,anaphor
280,2012,kishimoto,61b,*,君には立派な叔父さんがおありになる。,君には立派な叔父さんがおありになる。,you-Dat-Top excellent uncle-Nom Hon-have.Inanimate-Lv-Pres,‘You have an (excellent) uncle.’,61a,g,佐藤先生には兄弟がおありになる。,佐藤先生には立派な叔父さんがおありになる。,Sato-teacher-Dat-Top brother-Nom Hon-have.Inanimate-Lv-Pres,‘Prof. Sato does not have a brother.’,acceptability,verbal agreement,,subject honorification
281,2012,kishimoto,62aii,*,ジョンにはお金が居る。,ジョンにはお金が居る。,John-Dat-Top money-Nom have.Animate-Pres,‘John has money.’,62ai,g,ジョンには兄弟が居る。,ジョンには兄弟が居る。,John-Dat-Top brother-Nom have.Animate-Pres,‘John has a brother.’,lexical,argument structure,,animacy
282,2012,kishimoto,65i,*,私がメアリーをお褒めになった。,私がメアリーをお褒めになった。,1.st-Nom Mary-Acc Hon-read-Lv-Past,I praised Mary.',,,,伊藤先生がメアリーをお褒めになった。,Ito-teacher-Nom Mary-Acc Hon-praise-Lv-Past,‘Prof. Ito praised Mary.’,acceptability,verbal agreement,,subject honorification
283,2012,kishimoto,65ii,*,私たちがメアリーをお褒めになった。,私たちがメアリーをお褒めになった。,1.st-Pl-Nom Mary-Acc Hon-read-Lv-Past,We praised Mary.',,,,伊藤先生がメアリーをお褒めになった。,Ito-teacher-Nom Mary-Acc Hon-praise-Lv-Past,‘Prof. Ito praised Mary.’,acceptability,verbal agreement,,subject honorification
284,2012,kishimoto,67a,*,伊藤先生には私がおいでになる。,伊藤先生には私がおいでになる。,Ito-teacher-Dat-Top 1.st-Nom Hon-be-Lv-Pres,(Lit.) ‘Prof. Ito has me.’,,,,伊藤先生には兄弟がおいでになる。,Ito-teacher-Dat-Top brother-Nom Hon-be-Lv-Pres,(Lit.) ‘Prof. Ito has a brother.’,acceptability,verbal agreement,,subject honorification
285,2012,kishimoto,67b,*,私には伊藤先生がおいでになる。,私には伊藤先生がおいでになる。,1.st-Dat-Top Ito-teacher-Nom Hon-be-Lv-Pres,(Lit.) ‘I have Prof. Ito.’,,,,太郎には伊藤先生がおいでになる。,Taroo-Dat-Top Ito-teacher-Nom Hon-be-Lv-Pres,(Lit.) ‘Taro has Prof. Ito.’,acceptability,verbal agreement,,subject honorification
286,2012,kishimoto,69b,*,私には伊藤先生がお見えになる。,私には伊藤先生がお見えになる。,1.st-Nom-Top Ito-teacher-Nom Hon-can.see-Lv-Pres,‘I can see Prof. Ito.’,69a,g,伊藤先生には私がお見えになる。,伊藤先生には私がお見えになる。,Ito-teacher-Dat-Top 1.st-Nom Hon-can.see-Lv-Pres,‘Prof. Ito can see me.’,acceptability,verbal agreement,,subject honorification
287,2012,kishimoto,71b,*,お互いの母親から彼らにそのことを伝えた。,お互いの母親から彼らにそのことを伝えた。,each.other-Gen mother-from they-Dat that-fact-Acc tell-Past,‘Each other’s mother told them about that fact.’,71a,g,彼らにお互いの母親からそのことを伝えた。,彼らにお互いの母親からそのことを伝えた。,they-Dat each.other-Gen mother-from that-fact-Acc tell-Past,‘Each other’s mother told them about that fact.’,coreference,binding,,reciprocal
288,2012,kishimoto,72,*,伊藤先生にジョンからそのことをお伝えになった。,伊藤先生にジョンからそのことをお伝えになった。,Ito-teacher-Dat John-from that-fact-Acc Hon-tell-Lv-Past,‘John told Prof. Ito about that fact.’,,,,伊藤先生にジョンからそのことを伝えた。,Ito-teacher-Dat John-from that-fact-Acc tell-Past,‘John told Prof. Ito about that fact.’,acceptability,verbal agreement,,subject honorification
289,2012,kishimoto,73a,*,伊藤先生をジョンがお褒めになった。,伊藤先生をジョンがお褒めになった。,Ito-teacher-Acc John-Nom Hon-praise-Lv-Pres,‘John praised Prof. Ito.’,,,,ジョンを伊藤先生がお褒めになった。,John-Acc Ito-teacher-Nom Hon-praise-Lv-Past,‘Prof. Ito praised John.’,acceptability,verbal agreement,,subject honorification
290,2012,kishimoto,73b,*,ジョンがお褒めになる伊藤先生,ジョンがお褒めになる伊藤先生は背が高い。,John-Nom Hon-praise-Lv-Pres Ito-teacher,"‘Prof. Ito, whom John praised’",,,,伊藤先生がお褒めになるジョンは背が高い。,Ito-teacher-Nom Hon-praise-Lv-Pres John-Top tall,"John, whom Prof. Ito praises is tall.’",acceptability,verbal agreement,,subject honorification
291,2012,kishida & sato,2b,*,ジョンが自をさつした。,ジョンが自をさつした。,John-Nom self-Acc killing-do-Past,‘John killed himself.’,2a,g,ジョンが自殺した。,ジョンが自殺した。,John-Nom self-killing-do-Past,‘John killed himself.’,acceptability,morphology,,reflexive
292,2012,kishida & sato,2c,*,ジョンが自分をさつした。,ジョンが自分をさつした。,John-Nom self-Acc killing-do-Past,‘John killed himself.’,2a,g,ジョンが自殺した。,ジョンが自殺した。,John-Nom self-killing-do-Past,‘John killed himself.’,acceptability,morphology,,reflexive
293,2012,kishida & sato,2d,*,ジョンが自殺た。,ジョンが自殺た。,John-Nom self-killing-Past,‘John killed himself.’,2a,g,ジョンが自殺した。,ジョンが自殺した。,John-Nom self-killing-do-Past,‘John killed himself.’,acceptability,morphology,,inflection
294,2012,kishida & sato,3a,*,ジョンが息子を自殺した。,ジョンが息子を自殺した。,John-Nom son-Acc self-killing-do-Past,‘John killed his son.’,3b,g,ジョンが息子を自慢した。,ジョンが息子を自慢した。,John-Nom son-Acc self-boast-do-Past,‘John boasted about his own son.’,acceptability,argument structure,,internal argument
295,2012,kishida & sato,6b,*,ジョンがクタクタに走った。,ジョンがクタクタに走った。,John-Nom exhausted run-Past,‘John ran exhausted.’,,,,ジョンが真っ直ぐに走った。,John-Nom straight run-Past,‘John ran straight.’,acceptability,argument structure,,internal argument
296,2012,kishida & sato,7b,*?,学生が家を4人買った。,学生が家を4人買った。,student-Nom house-Acc four-Cl buy-Past,‘Four students bought a house.’,7a,g,学生が4人家を買った。,学生が4人家を買った。,student-Nom four-Cl house-Acc buy-Past,‘Four students bought a house.’,acceptability,quantifiers,,floating quantifiers
297,2012,kishida & sato,8b,*,学生がオフィスに4人走った。,学生がオフィスに4人走った。,student-Nom office-to four-Cl run-Past,‘Four students ran toward the office.’,8a,g,学生が4人オフィスに走った。,学生が4人オフィスに走った。,student-Nom four-Cl office-to run-Past,‘Four students ran toward the office.’,acceptability,quantifiers,,floating quantifiers
